customer_sk,customer_id,customer_name,dob,gender,kyc_type,kyc_number,onboard_date,status,loyalty_tier,city,state,country,email,phone,last_updated_ts,gdpr_opt_out
1078,CUST001078,Customer_1078,19-09-1999,F,Aadhaar,KYC00001078,03-07-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1078@mail.com,-9802324809,27:44.8,Y
1079,CUST001079,Customer_1079,17-05-1994,M,Passport,KYC00001079,09-05-2020,INACTIVE,Silver,Delhi,Delhi,India,customer1079@mail.com,-9653863159,27:44.8,N
1080,CUST001080,Customer_1080,11-11-2004,F,PAN,KYC00001080,06-07-2021,ACTIVE,Gold,Hyderabad,Telangana,India,customer1080@mail.com,-9926921842,27:44.8,N
1081,CUST001081,Customer_1081,05-11-2003,F,Passport,KYC00001081,04-05-2018,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1081@mail.com,-9720094878,27:44.8,Y
1082,CUST001082,Customer_1082,07-08-1984,F,Passport,KYC00001082,23-12-2021,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1082@mail.com,-9550055915,27:44.8,N
1083,CUST001083,Customer_1083,05-04-2002,F,Aadhaar,KYC00001083,01-08-2024,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1083@mail.com,-9943271439,27:44.8,Y
1084,CUST001084,Customer_1084,23-01-1991,F,Passport,KYC00001084,23-01-2025,INACTIVE,Gold,Mumbai,Maharashtra,India,customer1084@mail.com,-9319262945,27:44.8,N
1085,CUST001085,Customer_1085,22-02-2008,F,PAN,KYC00001085,29-04-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer1085@mail.com,-9711511991,27:44.8,N
1086,CUST001086,Customer_1086,31-10-1997,M,PAN,KYC00001086,04-03-2019,ACTIVE,Silver,Hyderabad,Telangana,India,customer1086@mail.com,-9987420496,27:44.8,N
1087,CUST001087,Customer_1087,16-07-1992,M,PAN,KYC00001087,30-04-2022,ACTIVE,Silver,Kolkata,West Bengal,India,customer1087@mail.com,-9350224091,27:44.8,N
1088,CUST001088,Customer_1088,09-09-2007,M,Aadhaar,KYC00001088,24-08-2018,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1088@mail.com,-9111861636,27:44.8,Y
1089,CUST001089,Customer_1089,06-08-2002,F,PAN,KYC00001089,30-03-2019,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1089@mail.com,-9549267667,27:44.8,N
1090,CUST001090,Customer_1090,02-04-1987,F,PAN,KYC00001090,17-06-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer1090@mail.com,-9564071846,27:44.8,N
1091,CUST001091,Customer_1091,01-04-2011,F,Passport,KYC00001091,11-04-2020,INACTIVE,Gold,Mumbai,Maharashtra,India,customer1091@mail.com,-9316576572,27:44.8,Y
1092,CUST001092,Customer_1092,28-02-2004,M,Aadhaar,KYC00001092,13-10-2024,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1092@mail.com,-9453144428,27:44.8,N
1093,CUST001093,Customer_1093,02-12-2004,M,Passport,KYC00001093,09-01-2019,ACTIVE,Platinum,Delhi,Delhi,India,customer1093@mail.com,-9589955414,27:44.8,N
1094,CUST001094,Customer_1094,05-07-1997,F,Passport,KYC00001094,19-12-2019,INACTIVE,Silver,Hyderabad,Telangana,India,customer1094@mail.com,-9292820431,27:44.8,N
1095,CUST001095,Customer_1095,03-06-2001,M,Passport,KYC00001095,18-05-2024,ACTIVE,Gold,Delhi,Delhi,India,customer1095@mail.com,-9850164002,27:44.8,Y
1096,CUST001096,Customer_1096,02-04-1991,F,Passport,KYC00001096,12-01-2024,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1096@mail.com,-9171665587,27:44.8,Y
1097,CUST001097,Customer_1097,13-08-2002,M,Aadhaar,KYC00001097,10-11-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer1097@mail.com,-9923064976,27:44.8,N
1098,CUST001098,Customer_1098,24-05-2004,M,Aadhaar,KYC00001098,29-04-2020,ACTIVE,Gold,Delhi,Delhi,India,customer1098@mail.com,-9128688014,27:44.8,Y
1099,CUST001099,Customer_1099,19-11-2004,F,Aadhaar,KYC00001099,24-06-2022,ACTIVE,Gold,Hyderabad,Telangana,India,customer1099@mail.com,-9140560141,27:44.8,Y
1100,CUST001100,Customer_1100,23-04-1989,M,Aadhaar,KYC00001100,08-07-2025,INACTIVE,Gold,Bengaluru,Karnataka,India,customer1100@mail.com,-9595378217,27:44.8,Y
1101,CUST001101,Customer_1101,07-10-2008,M,Passport,KYC00001101,28-11-2022,ACTIVE,Gold,Kolkata,West Bengal,India,customer1101@mail.com,-9980926358,27:44.8,N
1102,CUST001102,Customer_1102,26-10-1991,M,Passport,KYC00001102,16-02-2019,ACTIVE,Gold,Mumbai,Maharashtra,India,customer1102@mail.com,-9233306440,27:44.8,N
1103,CUST001103,Customer_1103,25-08-1987,M,Passport,KYC00001103,24-01-2021,ACTIVE,Gold,Mumbai,Maharashtra,India,customer1103@mail.com,-9484492888,27:44.8,Y
1104,CUST001104,Customer_1104,17-09-1985,M,Aadhaar,KYC00001104,24-10-2025,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1104@mail.com,-9971354099,27:44.8,Y
1105,CUST001105,Customer_1105,30-12-1997,F,PAN,KYC00001105,16-09-2024,ACTIVE,Silver,Delhi,Delhi,India,customer1105@mail.com,-9929368503,27:44.8,N
1106,CUST001106,Customer_1106,15-05-1995,F,PAN,KYC00001106,30-03-2020,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1106@mail.com,-9552778298,27:44.8,Y
1107,CUST001107,Customer_1107,16-04-1999,M,Passport,KYC00001107,03-07-2025,ACTIVE,Silver,Kolkata,West Bengal,India,customer1107@mail.com,-9203726807,27:44.8,Y
1108,CUST001108,Customer_1108,29-08-1991,M,Aadhaar,KYC00001108,01-10-2023,ACTIVE,Gold,Hyderabad,Telangana,India,customer1108@mail.com,-9446474461,27:44.8,Y
1109,CUST001109,Customer_1109,16-06-1993,F,Aadhaar,KYC00001109,10-05-2019,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer1109@mail.com,-9213693402,27:44.8,N
1110,CUST001110,Customer_1110,15-12-1991,M,Aadhaar,KYC00001110,02-05-2025,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1110@mail.com,-9517885903,27:44.8,Y
1111,CUST001111,Customer_1111,15-01-1994,M,Passport,KYC00001111,14-02-2021,ACTIVE,Silver,Delhi,Delhi,India,customer1111@mail.com,-9172296302,27:44.8,Y
1112,CUST001112,Customer_1112,10-09-1997,F,PAN,KYC00001112,28-12-2025,ACTIVE,Gold,Delhi,Delhi,India,customer1112@mail.com,-9201731110,27:44.8,N
1113,CUST001113,Customer_1113,06-08-2001,M,Aadhaar,KYC00001113,20-12-2019,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1113@mail.com,-9617683466,27:44.8,Y
1114,CUST001114,Customer_1114,16-12-1984,F,Aadhaar,KYC00001114,25-09-2023,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1114@mail.com,-9730789460,27:44.8,Y
1115,CUST001115,Customer_1115,12-02-1985,M,Aadhaar,KYC00001115,26-08-2020,INACTIVE,Silver,Mumbai,Maharashtra,India,customer1115@mail.com,-9765468829,27:44.8,Y
1116,CUST001116,Customer_1116,03-05-1990,F,Aadhaar,KYC00001116,29-04-2021,ACTIVE,Silver,Kolkata,West Bengal,India,customer1116@mail.com,-9503456189,27:44.8,Y
1117,CUST001117,Customer_1117,13-11-1985,M,Passport,KYC00001117,15-09-2024,INACTIVE,Platinum,Hyderabad,Telangana,India,customer1117@mail.com,-9452927955,27:44.8,Y
1118,CUST001118,Customer_1118,30-05-1998,M,Passport,KYC00001118,27-08-2022,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1118@mail.com,-9345897546,27:44.8,N
1119,CUST001119,Customer_1119,13-01-1995,M,Passport,KYC00001119,10-08-2018,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1119@mail.com,-9847622771,27:44.8,Y
1120,CUST001120,Customer_1120,12-04-2001,F,PAN,KYC00001120,17-12-2022,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer1120@mail.com,-9627896802,27:44.8,Y
1121,CUST001121,Customer_1121,03-07-1986,M,PAN,KYC00001121,30-05-2019,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1121@mail.com,-9736332221,27:44.8,Y
1122,CUST001122,Customer_1122,05-12-2006,M,Aadhaar,KYC00001122,17-02-2026,INACTIVE,Gold,Mumbai,Maharashtra,India,customer1122@mail.com,-9276264089,27:44.8,Y
1123,CUST001123,Customer_1123,10-03-2003,M,Passport,KYC00001123,16-10-2020,ACTIVE,Gold,Mumbai,Maharashtra,India,customer1123@mail.com,-9718928137,27:44.8,N
1124,CUST001124,Customer_1124,14-03-1993,F,Aadhaar,KYC00001124,24-11-2018,ACTIVE,Gold,Hyderabad,Telangana,India,customer1124@mail.com,-9505570979,27:44.8,Y
1125,CUST001125,Customer_1125,19-12-2003,F,Passport,KYC00001125,01-11-2024,INACTIVE,Silver,Delhi,Delhi,India,customer1125@mail.com,-9980042791,27:44.8,N
1126,CUST001126,Customer_1126,11-04-2001,F,PAN,KYC00001126,14-05-2021,ACTIVE,Platinum,Kolkata,West Bengal,India,customer1126@mail.com,-9880232511,27:44.8,Y
1127,CUST001127,Customer_1127,26-03-2001,F,Aadhaar,KYC00001127,01-02-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1127@mail.com,-9703595394,27:44.8,N
1128,CUST001128,Customer_1128,11-02-1999,M,Passport,KYC00001128,07-04-2023,ACTIVE,Silver,Kolkata,West Bengal,India,customer1128@mail.com,-9303609078,27:44.8,Y
1129,CUST001129,Customer_1129,17-08-2006,F,Aadhaar,KYC00001129,16-07-2022,INACTIVE,Gold,Kolkata,West Bengal,India,customer1129@mail.com,-9896924631,27:44.8,N
1130,CUST001130,Customer_1130,15-02-2006,F,Passport,KYC00001130,06-08-2024,ACTIVE,Gold,Delhi,Delhi,India,customer1130@mail.com,-9141689966,27:44.8,Y
1131,CUST001131,Customer_1131,15-07-2009,M,PAN,KYC00001131,23-11-2022,ACTIVE,Platinum,Delhi,Delhi,India,customer1131@mail.com,-9474283425,27:44.8,N
1132,CUST001132,Customer_1132,06-09-2000,M,Passport,KYC00001132,28-04-2022,INACTIVE,Platinum,Hyderabad,Telangana,India,customer1132@mail.com,-9364990602,27:44.8,Y
1133,CUST001133,Customer_1133,18-09-1985,F,Passport,KYC00001133,04-12-2025,ACTIVE,Platinum,Delhi,Delhi,India,customer1133@mail.com,-9814763682,27:44.8,Y
1134,CUST001134,Customer_1134,29-04-2011,F,Passport,KYC00001134,27-08-2019,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1134@mail.com,-9746552827,27:44.8,Y
1135,CUST001135,Customer_1135,27-05-1989,M,Passport,KYC00001135,24-12-2025,INACTIVE,Gold,Kolkata,West Bengal,India,customer1135@mail.com,-9858136555,27:44.8,Y
1136,CUST001136,Customer_1136,20-08-1992,F,PAN,KYC00001136,15-10-2022,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer1136@mail.com,-9424505695,27:44.8,N
1137,CUST001137,Customer_1137,24-12-1997,F,Passport,KYC00001137,31-12-2018,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer1137@mail.com,-9714837031,27:44.8,N
1138,CUST001138,Customer_1138,26-03-1996,M,Passport,KYC00001138,19-06-2022,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1138@mail.com,-9280816628,27:44.8,N
1139,CUST001139,Customer_1139,06-07-1988,M,Passport,KYC00001139,08-09-2022,INACTIVE,Platinum,Kolkata,West Bengal,India,customer1139@mail.com,-9409602901,27:44.8,N
1140,CUST001140,Customer_1140,30-01-1992,F,PAN,KYC00001140,23-11-2025,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1140@mail.com,-9622344452,27:44.8,Y
1141,CUST001141,Customer_1141,10-02-1989,F,Passport,KYC00001141,20-05-2020,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer1141@mail.com,-9163331419,27:44.8,Y
1142,CUST001142,Customer_1142,20-10-1995,F,Aadhaar,KYC00001142,11-01-2025,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1142@mail.com,-9278376485,27:44.8,Y
1143,CUST001143,Customer_1143,05-01-1988,F,PAN,KYC00001143,07-02-2021,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1143@mail.com,-9131854229,27:44.8,Y
1144,CUST001144,Customer_1144,06-12-2005,M,PAN,KYC00001144,08-09-2018,ACTIVE,Silver,Delhi,Delhi,India,customer1144@mail.com,-9814384262,27:44.8,Y
1145,CUST001145,Customer_1145,20-08-1993,M,Aadhaar,KYC00001145,05-10-2024,ACTIVE,Gold,Kolkata,West Bengal,India,customer1145@mail.com,-9608128666,27:44.8,N
1146,CUST001146,Customer_1146,07-06-2003,F,Aadhaar,KYC00001146,24-08-2025,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1146@mail.com,-9977082903,27:44.8,Y
1147,CUST001147,Customer_1147,31-12-2013,F,Aadhaar,KYC00001147,06-11-2024,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1147@mail.com,-9454608786,27:44.8,Y
1148,CUST001148,Customer_1148,30-08-2004,F,Passport,KYC00001148,23-07-2019,ACTIVE,Platinum,Kolkata,West Bengal,India,customer1148@mail.com,-9231956916,27:44.8,N
1149,CUST001149,Customer_1149,26-04-1995,F,Aadhaar,KYC00001149,07-12-2024,INACTIVE,Platinum,Hyderabad,Telangana,India,customer1149@mail.com,-9543591210,27:44.8,Y
1150,CUST001150,Customer_1150,15-10-2012,F,PAN,KYC00001150,08-02-2025,ACTIVE,Silver,Kolkata,West Bengal,India,customer1150@mail.com,-9967108506,27:44.8,N
1151,CUST001151,Customer_1151,05-02-2004,M,Passport,KYC00001151,08-06-2023,INACTIVE,Platinum,Hyderabad,Telangana,India,customer1151@mail.com,-9757765927,27:44.8,Y
1152,CUST001152,Customer_1152,12-05-2003,F,Passport,KYC00001152,05-11-2025,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1152@mail.com,-9513238626,27:44.8,N
1153,CUST001153,Customer_1153,01-12-1992,M,Passport,KYC00001153,31-05-2024,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer1153@mail.com,-9634642863,27:44.8,Y
1154,CUST001154,Customer_1154,12-10-2008,F,PAN,KYC00001154,02-01-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1154@mail.com,-9811506456,27:44.8,Y
1155,CUST001155,Customer_1155,29-08-1993,M,Passport,KYC00001155,06-11-2025,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1155@mail.com,-9566963148,27:44.8,Y
1156,CUST001156,Customer_1156,24-10-1998,F,Aadhaar,KYC00001156,21-06-2020,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1156@mail.com,-9611425621,27:44.8,Y
1157,CUST001157,Customer_1157,04-04-1990,F,PAN,KYC00001157,04-10-2025,ACTIVE,Silver,Hyderabad,Telangana,India,customer1157@mail.com,-9718445224,27:44.8,Y
1158,CUST001158,Customer_1158,25-07-1999,F,Passport,KYC00001158,17-02-2026,INACTIVE,Platinum,Hyderabad,Telangana,India,customer1158@mail.com,-9789451894,27:44.8,N
1159,CUST001159,Customer_1159,12-03-1994,F,PAN,KYC00001159,06-04-2021,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1159@mail.com,-9195712639,27:44.8,N
1160,CUST001160,Customer_1160,24-09-2010,M,Passport,KYC00001160,21-04-2019,ACTIVE,Silver,Hyderabad,Telangana,India,customer1160@mail.com,-9436480840,27:44.8,N
1161,CUST001161,Customer_1161,29-03-1984,F,PAN,KYC00001161,13-08-2024,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1161@mail.com,-9554942706,27:44.8,N
1162,CUST001162,Customer_1162,31-10-1989,M,PAN,KYC00001162,08-06-2022,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1162@mail.com,-9594568365,27:44.8,N
1163,CUST001163,Customer_1163,25-06-1997,M,Aadhaar,KYC00001163,17-08-2025,INACTIVE,Silver,Mumbai,Maharashtra,India,customer1163@mail.com,-9745818483,27:44.8,N
1164,CUST001164,Customer_1164,05-01-2014,M,Passport,KYC00001164,04-08-2021,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1164@mail.com,-9839378532,27:44.8,Y
1165,CUST001165,Customer_1165,29-11-2009,F,Passport,KYC00001165,02-06-2020,INACTIVE,Gold,Bengaluru,Karnataka,India,customer1165@mail.com,-9856064988,27:44.8,N
1166,CUST001166,Customer_1166,10-02-1999,M,Passport,KYC00001166,12-05-2020,ACTIVE,Platinum,Kolkata,West Bengal,India,customer1166@mail.com,-9889979232,27:44.8,Y
1167,CUST001167,Customer_1167,13-01-2006,F,Aadhaar,KYC00001167,24-05-2025,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1167@mail.com,-9688349132,27:44.8,N
1168,CUST001168,Customer_1168,12-02-2003,F,Aadhaar,KYC00001168,23-05-2022,INACTIVE,Silver,Bengaluru,Karnataka,India,customer1168@mail.com,-9666768552,27:44.8,N
1169,CUST001169,Customer_1169,01-12-1992,F,PAN,KYC00001169,21-06-2019,ACTIVE,Platinum,Bengaluru,Karnataka,India,customer1169@mail.com,-9964439161,27:44.8,Y
1170,CUST001170,Customer_1170,21-10-1997,F,Passport,KYC00001170,02-11-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer1170@mail.com,-9847276463,27:44.8,N
1171,CUST001171,Customer_1171,30-08-1990,M,PAN,KYC00001171,12-03-2020,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1171@mail.com,-9879490850,27:44.8,Y
1172,CUST001172,Customer_1172,15-10-1990,F,Aadhaar,KYC00001172,15-08-2025,ACTIVE,Silver,Hyderabad,Telangana,India,customer1172@mail.com,-9203130374,27:44.8,N
1173,CUST001173,Customer_1173,23-03-1992,M,PAN,KYC00001173,13-10-2023,ACTIVE,Platinum,Delhi,Delhi,India,customer1173@mail.com,-9565812128,27:44.8,Y
1174,CUST001174,Customer_1174,16-04-2002,M,PAN,KYC00001174,02-05-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer1174@mail.com,-9624657971,27:44.8,N
1175,CUST001175,Customer_1175,28-11-2010,M,Passport,KYC00001175,18-03-2022,ACTIVE,Gold,Hyderabad,Telangana,India,customer1175@mail.com,-9978530265,27:44.8,N
1176,CUST001176,Customer_1176,13-07-2012,F,Aadhaar,KYC00001176,17-02-2018,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1176@mail.com,-9188730704,27:44.8,Y
1177,CUST001177,Customer_1177,08-12-2012,M,PAN,KYC00001177,31-07-2024,INACTIVE,Gold,Delhi,Delhi,India,customer1177@mail.com,-9844882372,27:44.8,Y
1178,CUST001178,Customer_1178,16-04-1992,F,Aadhaar,KYC00001178,25-03-2025,INACTIVE,Gold,Chennai,Tamil Nadu,India,customer1178@mail.com,-9713560791,27:44.8,Y
1179,CUST001179,Customer_1179,03-10-1998,M,Passport,KYC00001179,11-01-2024,ACTIVE,Gold,Kolkata,West Bengal,India,customer1179@mail.com,-9972810206,27:44.8,Y
1180,CUST001180,Customer_1180,09-02-2009,F,PAN,KYC00001180,27-10-2023,ACTIVE,Silver,Delhi,Delhi,India,customer1180@mail.com,-9807147350,27:44.8,Y
1181,CUST001181,Customer_1181,15-01-2011,M,PAN,KYC00001181,22-03-2024,INACTIVE,Gold,Mumbai,Maharashtra,India,customer1181@mail.com,-9232118801,27:44.8,Y
1182,CUST001182,Customer_1182,18-12-2009,M,Passport,KYC00001182,23-10-2019,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1182@mail.com,-9375694376,27:44.8,Y
1183,CUST001183,Customer_1183,05-10-1989,F,Aadhaar,KYC00001183,08-02-2024,ACTIVE,Gold,Kolkata,West Bengal,India,customer1183@mail.com,-9806693156,27:44.8,Y
1184,CUST001184,Customer_1184,26-08-1997,M,Passport,KYC00001184,16-04-2021,INACTIVE,Silver,Mumbai,Maharashtra,India,customer1184@mail.com,-9719625677,27:44.8,N
1185,CUST001185,Customer_1185,16-03-1998,F,Passport,KYC00001185,14-01-2024,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1185@mail.com,-9206310149,27:44.8,Y
1186,CUST001186,Customer_1186,24-10-1985,M,PAN,KYC00001186,12-05-2021,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1186@mail.com,-9746547523,27:44.8,Y
1187,CUST001187,Customer_1187,09-04-2000,F,PAN,KYC00001187,06-03-2026,INACTIVE,Silver,Chennai,Tamil Nadu,India,customer1187@mail.com,-9690395361,27:44.8,N
1188,CUST001188,Customer_1188,17-04-2001,M,Aadhaar,KYC00001188,12-02-2023,ACTIVE,Gold,Bengaluru,Karnataka,India,customer1188@mail.com,-9826413815,27:44.8,N
1189,CUST001189,Customer_1189,04-08-1990,M,PAN,KYC00001189,22-01-2025,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1189@mail.com,-9848186364,27:44.8,Y
1190,CUST001190,Customer_1190,10-11-2000,M,Aadhaar,KYC00001190,21-09-2019,ACTIVE,Gold,Hyderabad,Telangana,India,customer1190@mail.com,-9506885682,27:44.8,Y
1191,CUST001191,Customer_1191,09-04-1995,M,Aadhaar,KYC00001191,26-05-2019,ACTIVE,Platinum,Chennai,Tamil Nadu,India,customer1191@mail.com,-9688806412,27:44.8,N
1192,CUST001192,Customer_1192,10-12-1998,M,Aadhaar,KYC00001192,28-09-2021,ACTIVE,Silver,Kolkata,West Bengal,India,customer1192@mail.com,-9956950431,27:44.8,Y
1193,CUST001193,Customer_1193,10-08-1984,M,Aadhaar,KYC00001193,29-06-2020,INACTIVE,Silver,Bengaluru,Karnataka,India,customer1193@mail.com,-9940453731,27:44.8,Y
1194,CUST001194,Customer_1194,13-10-2007,F,Passport,KYC00001194,29-06-2023,ACTIVE,Platinum,Mumbai,Maharashtra,India,customer1194@mail.com,-9474628653,27:44.8,N
1195,CUST001195,Customer_1195,28-04-1996,M,PAN,KYC00001195,01-12-2019,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1195@mail.com,-9293995514,27:44.8,N
1196,CUST001196,Customer_1196,07-01-2008,F,Aadhaar,KYC00001196,23-08-2024,ACTIVE,Gold,Hyderabad,Telangana,India,customer1196@mail.com,-9110197737,27:44.8,Y
1197,CUST001197,Customer_1197,01-11-1989,M,Aadhaar,KYC00001197,13-05-2024,ACTIVE,Silver,Hyderabad,Telangana,India,customer1197@mail.com,-9878912918,27:44.8,N
1198,CUST001198,Customer_1198,05-05-1995,F,Passport,KYC00001198,19-02-2023,ACTIVE,Gold,Hyderabad,Telangana,India,customer1198@mail.com,-9480106034,27:44.8,N
1199,CUST001199,Customer_1199,12-01-1997,F,Aadhaar,KYC00001199,03-11-2023,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1199@mail.com,-9782508056,27:44.8,Y
1200,CUST001200,Customer_1200,27-05-2002,F,PAN,KYC00001200,12-02-2025,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1200@mail.com,-9883781005,27:44.8,Y
1201,CUST001201,Customer_1201,29-07-1991,M,PAN,KYC00001201,16-03-2021,INACTIVE,Silver,Kolkata,West Bengal,India,customer1201@mail.com,-9555248853,27:44.8,Y
1202,CUST001202,Customer_1202,01-07-2006,M,Aadhaar,KYC00001202,26-02-2018,ACTIVE,Platinum,Delhi,Delhi,India,customer1202@mail.com,-9107827759,27:44.8,N
1203,CUST001203,Customer_1203,19-02-2008,F,PAN,KYC00001203,01-06-2025,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1203@mail.com,-9581736365,27:44.8,Y
1204,CUST001204,Customer_1204,26-08-2007,M,PAN,KYC00001204,04-11-2018,ACTIVE,Silver,Hyderabad,Telangana,India,customer1204@mail.com,-9651564426,27:44.8,N
1205,CUST001205,Customer_1205,16-02-2003,F,Aadhaar,KYC00001205,30-11-2019,ACTIVE,Silver,Kolkata,West Bengal,India,customer1205@mail.com,-9462880186,27:44.8,Y
1206,CUST001206,Customer_1206,15-06-1989,F,Aadhaar,KYC00001206,02-06-2023,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1206@mail.com,-9328777727,27:44.8,Y
1207,CUST001207,Customer_1207,24-06-2012,F,PAN,KYC00001207,02-06-2021,ACTIVE,Gold,Hyderabad,Telangana,India,customer1207@mail.com,-9763302510,27:44.8,N
1208,CUST001208,Customer_1208,15-02-2000,M,Passport,KYC00001208,01-03-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer1208@mail.com,-9479989354,27:44.8,Y
1209,CUST001209,Customer_1209,08-11-1999,M,Aadhaar,KYC00001209,23-12-2021,ACTIVE,Silver,Kolkata,West Bengal,India,customer1209@mail.com,-9562571984,27:44.8,N
1210,CUST001210,Customer_1210,20-12-1987,M,Aadhaar,KYC00001210,23-05-2019,INACTIVE,Silver,Mumbai,Maharashtra,India,customer1210@mail.com,-9267106776,27:44.8,N
1211,CUST001211,Customer_1211,12-04-2005,F,Aadhaar,KYC00001211,10-05-2021,ACTIVE,Gold,Mumbai,Maharashtra,India,customer1211@mail.com,-9295616387,27:44.8,N
1212,CUST001212,Customer_1212,03-11-2003,F,PAN,KYC00001212,27-07-2019,ACTIVE,Platinum,Kolkata,West Bengal,India,customer1212@mail.com,-9565961077,27:44.8,Y
1213,CUST001213,Customer_1213,25-01-1993,M,PAN,KYC00001213,12-03-2021,ACTIVE,Silver,Bengaluru,Karnataka,India,customer1213@mail.com,-9523640457,27:44.8,N
1214,CUST001214,Customer_1214,09-01-1999,M,PAN,KYC00001214,21-06-2025,ACTIVE,Gold,Hyderabad,Telangana,India,customer1214@mail.com,-9814299027,27:44.8,N
1215,CUST001215,Customer_1215,21-01-2003,F,Passport,KYC00001215,23-07-2023,ACTIVE,Gold,Kolkata,West Bengal,India,customer1215@mail.com,-9906476549,27:44.8,N
1216,CUST001216,Customer_1216,10-08-2001,M,PAN,KYC00001216,18-03-2019,ACTIVE,Silver,Chennai,Tamil Nadu,India,customer1216@mail.com,-9267011849,27:44.8,N
1217,CUST001217,Customer_1217,11-10-1984,M,PAN,KYC00001217,10-08-2025,ACTIVE,Gold,Chennai,Tamil Nadu,India,customer1217@mail.com,-9741117000,27:44.8,Y
1218,CUST001218,Customer_1218,15-09-2005,F,Aadhaar,KYC00001218,14-06-2023,ACTIVE,Gold,Delhi,Delhi,India,customer1218@mail.com,-9366016542,27:44.8,Y
1219,CUST001219,Customer_1219,06-02-2007,M,PAN,KYC00001219,25-02-2021,ACTIVE,Gold,Hyderabad,Telangana,India,customer1219@mail.com,-9852645432,27:44.8,Y
1220,CUST001220,Customer_1220,02-06-2003,M,Aadhaar,KYC00001220,03-12-2025,ACTIVE,Platinum,Hyderabad,Telangana,India,customer1220@mail.com,-9884321835,27:44.8,Y
1221,CUST001221,Customer_1221,08-09-2010,M,PAN,KYC00001221,09-05-2019,ACTIVE,Gold,Mumbai,Maharashtra,India,customer1221@mail.com,-9141195549,27:44.8,N
1222,CUST001222,Customer_1222,22-09-1990,F,PAN,KYC00001222,30-11-2024,ACTIVE,Silver,Mumbai,Maharashtra,India,customer1222@mail.com,-9154712813,27:44.8,N
1223,CUST001223,Customer_1223,19-09-2007,F,Passport,KYC00001223,07-02-2025,ACTIVE,Silver,Delhi,Delhi,India,customer1223@mail.com,-9460968129,27:44.8,N
1224,CUST001224,Customer_1224,02-12-1986,F,Passport,KYC00001224,31-07-2018,ACTIVE,Silver,Delhi,Delhi,India,customer1224@mail.com,-9389100698,27:44.8,N
